 frequency              gain                  
 3.414548873833670e+04  1.594078538429341e+01 
 3.480700588428481e+04  1.594017628078493e+01 
 3.548133892335826e+04  1.593954334105960e+01 
 3.616873614408232e+04  1.593888563207594e+01 
 3.686945064519650e+04  1.593820218424053e+01 
 3.758374042884518e+04  1.593749199000149e+01 
 3.831186849557365e+04  1.593675400232923e+01 
 3.905410294116459e+04  1.593598713318820e+01 
 3.981071705535053e+04  1.593519025192694e+01 
 4.058198942243881e+04  1.593436218359898e+01 
 4.136820402388591e+04  1.593350170723557e+01 
 4.216965034285909e+04  1.593260755403472e+01 
 4.298662347082365e+04  1.593167840548984e+01 
 4.381942421619527e+04  1.593071289143551e+01 
 4.466835921509723e+04  1.592970958802280e+01 
 4.553374104426344e+04  1.592866701561492e+01 
 4.641588833612874e+04  1.592758363659677e+01 
 4.731512589614902e+04  1.592645785310292e+01 
 4.823178482239406e+04  1.592528800465234e+01 
 4.916620262745745e+04  1.592407236569527e+01 
 5.011872336272826e+04  1.592280914305029e+01 
 5.108969774507033e+04  1.592149647326235e+01 
 5.207948328595571e+04  1.592013241983624e+01 
 5.308844442309994e+04  1.591871497037348e+01 
 5.411695265464750e+04  1.591724203359775e+01 
 5.516538667595695e+04  1.591571143625200e+01 
 5.623413251903608e+04  1.591412091988416e+01 
 5.732358369467833e+04  1.591246813750568e+01 
 5.843414133735298e+04  1.591075065011473e+01 
 5.956621435290229e+04  1.590896592308262e+01 
 6.072021956910013e+04  1.590711132239664e+01 
 6.189658188912735e+04  1.590518411077846e+01 
 6.309573444802065e+04  1.590318144360493e+01 
 6.431811877215223e+04  1.590110036470739e+01 
 6.556418494179926e+04  1.589893780200361e+01 
