 frequency       lr              li             
 3.16227766e+04 -6.11689004e+01 -1.83739808e+02 
 3.23593657e+04 -5.88578839e+01 -1.80234965e+02 
 3.31131121e+04 -5.66343230e+01 -1.76768729e+02 
 3.38844156e+04 -5.44955675e+01 -1.73342477e+02 
 3.46736850e+04 -5.24389925e+01 -1.69957451e+02 
 3.54813389e+04 -5.04620035e+01 -1.66614760e+02 
 3.63078055e+04 -4.85620401e+01 -1.63315389e+02 
 3.71535229e+04 -4.67365810e+01 -1.60060204e+02 
 3.80189396e+04 -4.49831465e+01 -1.56849958e+02 
 3.89045145e+04 -4.32993022e+01 -1.53685298e+02 
 3.98107171e+04 -4.16826609e+01 -1.50566768e+02 
 4.07380278e+04 -4.01308859e+01 -1.47494818e+02 
 4.16869383e+04 -3.86416914e+01 -1.44469806e+02 
 4.26579519e+04 -3.72128453e+01 -1.41492009e+02 
 4.36515832e+04 -3.58421697e+01 -1.38561621e+02 
 4.46683592e+04 -3.45275419e+01 -1.35678763e+02 
 4.57088190e+04 -3.32668954e+01 -1.32843487e+02 
 4.67735141e+04 -3.20582199e+01 -1.30055781e+02 
 4.78630092e+04 -3.08995619e+01 -1.27315569e+02 
 4.89778819e+04 -2.97890241e+01 -1.24622724e+02 
 5.01187234e+04 -2.87247660e+01 -1.21977063e+02 
 5.12861384e+04 -2.77050030e+01 -1.19378357e+02 
 5.24807460e+04 -2.67280062e+01 -1.16826333e+02 
 5.37031796e+04 -2.57921016e+01 -1.14320676e+02 
 5.49540874e+04 -2.48956697e+01 -1.11861035e+02 
 5.62341325e+04 -2.40371442e+01 -1.09447023e+02 
 5.75439937e+04 -2.32150116e+01 -1.07078224e+02 
 5.88843655e+04 -2.24278102e+01 -1.04754193e+02 
 6.02559586e+04 -2.16741284e+01 -1.02474460e+02 
 6.16595002e+04 -2.09526046e+01 -1.00238531e+02 
 6.30957344e+04 -2.02619254e+01 -9.80458915e+01 
 6.45654229e+04 -1.96008246e+01 -9.58960098e+01 
 6.60693448e+04 -1.89680820e+01 -9.37883375e+01 
 6.76082975e+04 -1.83625224e+01 -9.17223117e+01 
 6.91830971e+04 -1.77830142e+01 -8.96973575e+01 
 7.07945784e+04 -1.72284678e+01 -8.77128895e+01 
 7.24435960e+04 -1.66978353e+01 -8.57683132e+01 
 7.41310241e+04 -1.61901083e+01 -8.38630266e+01 
 7.58577575e+04 -1.57043172e+01 -8.19964218e+01 
 7.76247117e+04 -1.52395299e+01 -8.01678862e+01 
 7.94328235e+04 -1.47948505e+01 -7.83768037e+01 
 8.12830516e+04 -1.43694181e+01 -7.66225559e+01 
 8.31763771e+04 -1.39624057e+01 -7.49045229e+01 
 8.51138038e+04 -1.35730191e+01 -7.32220847e+01 
 8.70963590e+04 -1.32004956e+01 -7.15746216e+01 
 8.91250938e+04 -1.28441029e+01 -6.99615157e+01 
 9.12010839e+04 -1.25031381e+01 -6.83821508e+01 
 9.33254301e+04 -1.21769267e+01 -6.68359138e+01 
 9.54992586e+04 -1.18648214e+01 -6.53221950e+01 
 9.77237221e+04 -1.15662011e+01 -6.38403888e+01 
 1.00000000e+05 -1.12804700e+01 -6.23898940e+01 
 1.02329299e+05 -1.10070565e+01 -6.09701148e+01 
 1.04712855e+05 -1.07454126e+01 -5.95804607e+01 
 1.07151931e+05 -1.04950125e+01 -5.82203472e+01 
 1.09647820e+05 -1.02553520e+01 -5.68891959e+01 
 1.12201845e+05 -1.00259479e+01 -5.55864353e+01 
 1.14815362e+05 -9.80633652e+00 -5.43115005e+01 
 1.17489755e+05 -9.59607354e+00 -5.30638338e+01 
 1.20226443e+05 -9.39473289e+00 -5.18428851e+01 
 1.23026877e+05 -9.20190609e+00 -5.06481114e+01 
 1.25892541e+05 -9.01720155e+00 -4.94789780e+01 
 1.28824955e+05 -8.84024385e+00 -4.83349576e+01 
 1.31825674e+05 -8.67067309e+00 -4.72155312e+01 
 1.34896288e+05 -8.50814425e+00 -4.61201878e+01 
 1.38038426e+05 -8.35232655e+00 -4.50484248e+01 
 1.41253754e+05 -8.20290287e+00 -4.39997476e+01 
 1.44543977e+05 -8.05956921e+00 -4.29736703e+01 
 1.47910839e+05 -7.92203409e+00 -4.19697151e+01 
 1.51356125e+05 -7.79001805e+00 -4.09874127e+01 
 1.54881662e+05 -7.66325316e+00 -4.00263025e+01 
 1.58489319e+05 -7.54148251e+00 -3.90859321e+01 
 1.62181010e+05 -7.42445978e+00 -3.81658576e+01 
 1.65958691e+05 -7.31194876e+00 -3.72656435e+01 
 1.69824365e+05 -7.20372296e+00 -3.63848628e+01 
 1.73780083e+05 -7.09956520e+00 -3.55230970e+01 
 1.77827941e+05 -6.99926722e+00 -3.46799357e+01 
 1.81970086e+05 -6.90262933e+00 -3.38549770e+01 
 1.86208714e+05 -6.80946004e+00 -3.30478272e+01 
 1.90546072e+05 -6.71957574e+00 -3.22581009e+01 
 1.94984460e+05 -6.63280041e+00 -3.14854207e+01 
 1.99526231e+05 -6.54896526e+00 -3.07294173e+01 
 2.04173794e+05 -6.46790854e+00 -2.99897296e+01 
 2.08929613e+05 -6.38947518e+00 -2.92660041e+01 
 2.13796209e+05 -6.31351662e+00 -2.85578956e+01 
 2.18776162e+05 -6.23989051e+00 -2.78650662e+01 
 2.23872114e+05 -6.16846051e+00 -2.71871861e+01 
 2.29086765e+05 -6.09909611e+00 -2.65239327e+01 
 2.34422882e+05 -6.03167237e+00 -2.58749911e+01 
 2.39883292e+05 -5.96606981e+00 -2.52400539e+01 
 2.45470892e+05 -5.90217416e+00 -2.46188206e+01 
 2.51188643e+05 -5.83987625e+00 -2.40109982e+01 
 2.57039578e+05 -5.77907185e+00 -2.34163007e+01 
 2.63026799e+05 -5.71966150e+00 -2.28344490e+01 
 2.69153480e+05 -5.66155042e+00 -2.22651706e+01 
 2.75422870e+05 -5.60464832e+00 -2.17081999e+01 
 2.81838293e+05 -5.54886937e+00 -2.11632779e+01 
 2.88403150e+05 -5.49413200e+00 -2.06301518e+01 
 2.95120923e+05 -5.44035886e+00 -2.01085752e+01 
 3.01995172e+05 -5.38747669e+00 -1.95983077e+01 
 3.09029543e+05 -5.33541622e+00 -1.90991151e+01 
 3.16227766e+05 -5.28411210e+00 -1.86107686e+01 
 3.23593657e+05 -5.23350280e+00 -1.81330453e+01 
 3.31131121e+05 -5.18353051e+00 -1.76657279e+01 
 3.38844156e+05 -5.13414107e+00 -1.72086042e+01 
 3.46736850e+05 -5.08528388e+00 -1.67614671e+01 
 3.54813389e+05 -5.03691183e+00 -1.63241146e+01 
 3.63078055e+05 -4.98898117e+00 -1.58963494e+01 
 3.71535229e+05 -4.94145145e+00 -1.54779789e+01 
 3.80189396e+05 -4.89428544e+00 -1.50688149e+01 
 3.89045145e+05 -4.84744899e+00 -1.46686732e+01 
 3.98107171e+05 -4.80091099e+00 -1.42773741e+01 
 4.07380278e+05 -4.75464321e+00 -1.38947414e+01 
 4.16869383e+05 -4.70862023e+00 -1.35206028e+01 
 4.26579519e+05 -4.66281928e+00 -1.31547894e+01 
 4.36515832e+05 -4.61722020e+00 -1.27971357e+01 
 4.46683592e+05 -4.57180521e+00 -1.24474795e+01 
 4.57088190e+05 -4.52655889e+00 -1.21056615e+01 
 4.67735141e+05 -4.48146796e+00 -1.17715252e+01 
 4.78630092e+05 -4.43652117e+00 -1.14449169e+01 
 4.89778819e+05 -4.39170918e+00 -1.11256855e+01 
 5.01187234e+05 -4.34702436e+00 -1.08136823e+01 
 5.12861384e+05 -4.30246068e+00 -1.05087610e+01 
 5.24807460e+05 -4.25801354e+00 -1.02107772e+01 
 5.37031796e+05 -4.21367962e+00 -9.91958902e+00 
 5.49540874e+05 -4.16945670e+00 -9.63505632e+00 
 5.62341325e+05 -4.12534352e+00 -9.35704098e+00 
 5.75439937e+05 -4.08133964e+00 -9.08540673e+00 
 5.88843655e+05 -4.03744524e+00 -8.82001914e+00 
 6.02559586e+05 -3.99366101e+00 -8.56074554e+00 
 6.16595002e+05 -3.94998796e+00 -8.30745500e+00 
 6.30957344e+05 -3.90642732e+00 -8.06001833e+00 
 6.45654229e+05 -3.86298038e+00 -7.81830806e+00 
 6.60693448e+05 -3.81964835e+00 -7.58219845e+00 
 6.76082975e+05 -3.77643227e+00 -7.35156552e+00 
 6.91830971e+05 -3.73333284e+00 -7.12628704e+00 
 7.07945784e+05 -3.69035038e+00 -6.90624260e+00 
 7.24435960e+05 -3.64748471e+00 -6.69131368e+00 
 7.41310241e+05 -3.60473505e+00 -6.48138360e+00 
 7.58577575e+05 -3.56209996e+00 -6.27633771e+00 
 7.76247117e+05 -3.51957729e+00 -6.07606334e+00 
 7.94328235e+05 -3.47716415e+00 -5.88044993e+00 
 8.12830516e+05 -3.43485682e+00 -5.68938909e+00 
 8.31763771e+05 -3.39265078e+00 -5.50277467e+00 
 8.51138038e+05 -3.35054066e+00 -5.32050280e+00 
 8.70963590e+05 -3.30852028e+00 -5.14247201e+00 
 8.91250938e+05 -3.26658263e+00 -4.96858330e+00 
 9.12010839e+05 -3.22471992e+00 -4.79874015e+00 
 9.33254301e+05 -3.18292361e+00 -4.63284866e+00 
 9.54992586e+05 -3.14118442e+00 -4.47081757e+00 
 9.77237221e+05 -3.09949246e+00 -4.31255832e+00 
 1.00000000e+06 -3.05783723e+00 -4.15798511e+00 
 1.02329299e+06 -3.01620774e+00 -4.00701492e+00 
 1.04712855e+06 -2.97459254e+00 -3.85956760e+00 
 1.07151931e+06 -2.93297988e+00 -3.71556585e+00 
 1.09647820e+06 -2.89135774e+00 -3.57493526e+00 
 1.12201845e+06 -2.84971400e+00 -3.43760430e+00 
 1.14815362e+06 -2.80803647e+00 -3.30350436e+00 
 1.17489755e+06 -2.76631306e+00 -3.17256974e+00 
 1.20226443e+06 -2.72453188e+00 -3.04473759e+00 
 1.23026877e+06 -2.68268135e+00 -2.91994793e+00 
 1.25892541e+06 -2.64075032e+00 -2.79814358e+00 
 1.28824955e+06 -2.59872819e+00 -2.67927016e+00 
 1.31825674e+06 -2.55660502e+00 -2.56327597e+00 
 1.34896288e+06 -2.51437166e+00 -2.45011196e+00 
 1.38038426e+06 -2.47201987e+00 -2.33973166e+00 
 1.41253754e+06 -2.42954239e+00 -2.23209108e+00 
 1.44543977e+06 -2.38693310e+00 -2.12714859e+00 
 1.47910839e+06 -2.34418708e+00 -2.02486484e+00 
 1.51356125e+06 -2.30130075e+00 -1.92520266e+00 
 1.54881662e+06 -2.25827189e+00 -1.82812687e+00 
 1.58489319e+06 -2.21509978e+00 -1.73360423e+00 
 1.62181010e+06 -2.17178527e+00 -1.64160323e+00 
 1.65958691e+06 -2.12833079e+00 -1.55209398e+00 
 1.69824365e+06 -2.08474045e+00 -1.46504805e+00 
 1.73780083e+06 -2.04102008e+00 -1.38043831e+00 
 1.77827941e+06 -1.99717724e+00 -1.29823877e+00 
 1.81970086e+06 -1.95322122e+00 -1.21842438e+00 
 1.86208714e+06 -1.90916311e+00 -1.14097095e+00 
 1.90546072e+06 -1.86501572e+00 -1.06585488e+00 
 1.94984460e+06 -1.82079360e+00 -9.93053055e-01 
 1.99526231e+06 -1.77651302e+00 -9.22542670e-01 
 2.04173794e+06 -1.73219186e+00 -8.54301053e-01 
 2.08929613e+06 -1.68784962e+00 -7.88305516e-01 
 2.13796209e+06 -1.64350733e+00 -7.24533203e-01 
 2.18776162e+06 -1.59918744e+00 -6.62960937e-01 
 2.23872114e+06 -1.55491376e+00 -6.03565090e-01 
 2.29086765e+06 -1.51071132e+00 -5.46321446e-01 
 2.34422882e+06 -1.46660631e+00 -4.91205088e-01 
 2.39883292e+06 -1.42262590e+00 -4.38190283e-01 
 2.45470892e+06 -1.37879813e+00 -3.87250391e-01 
 2.51188643e+06 -1.33515181e+00 -3.38357776e-01 
 2.57039578e+06 -1.29171632e+00 -2.91483736e-01 
 2.63026799e+06 -1.24852150e+00 -2.46598444e-01 
 2.69153480e+06 -1.20559750e+00 -2.03670901e-01 
 2.75422870e+06 -1.16297463e+00 -1.62668909e-01 
 2.81838293e+06 -1.12068321e+00 -1.23559047e-01 
 2.88403150e+06 -1.07875340e+00 -8.63066696e-02 
 2.95120923e+06 -1.03721512e+00 -5.08759144e-02 
 3.01995172e+06 -9.96097842e-01 -1.72297208e-02 
 3.09029543e+06 -9.55430490e-01  1.46701368e-02 
 3.16227766e+06 -9.15241308e-01  4.48630064e-02 
 3.23593657e+06 -8.75557735e-01  7.33893054e-02 
 3.31131121e+06 -8.36406292e-01  1.00290458e-01 
 3.38844156e+06 -7.97812478e-01  1.25608823e-01 
 3.46736850e+06 -7.59800675e-01  1.49387620e-01 
 3.54813389e+06 -7.22394059e-01  1.71670839e-01 
 3.63078055e+06 -6.85614524e-01  1.92503156e-01 
 3.71535229e+06 -6.49482622e-01  2.11929835e-01 
 3.80189396e+06 -6.14017495e-01  2.29996636e-01 
 3.89045145e+06 -5.79236839e-01  2.46749713e-01 
 3.98107171e+06 -5.45156864e-01  2.62235514e-01 
 4.07380278e+06 -5.11792265e-01  2.76500682e-01 
 4.16869383e+06 -4.79156208e-01  2.89591956e-01 
 4.26579519e+06 -4.47260322e-01  3.01556075e-01 
 4.36515832e+06 -4.16114696e-01  3.12439676e-01 
 4.46683592e+06 -3.85727887e-01  3.22289212e-01 
 4.57088190e+06 -3.56106941e-01  3.31150853e-01 
 4.67735141e+06 -3.27257407e-01  3.39070408e-01 
 4.78630092e+06 -2.99183371e-01  3.46093242e-01 
 4.89778819e+06 -2.71887487e-01  3.52264201e-01 
 5.01187234e+06 -2.45371017e-01  3.57627541e-01 
 5.12861384e+06 -2.19633872e-01  3.62226865e-01 
 5.24807460e+06 -1.94674659e-01  3.66105060e-01 
 5.37031796e+06 -1.70490729e-01  3.69304246e-01 
 5.49540874e+06 -1.47078228e-01  3.71865723e-01 
 5.62341325e+06 -1.24432154e-01  3.73829934e-01 
 5.75439937e+06 -1.02546404e-01  3.75236419e-01 
 5.88843655e+06 -8.14138345e-02  3.76123787e-01 
 6.02559586e+06 -6.10263133e-02  3.76529685e-01 
 6.16595002e+06 -4.13747753e-02  3.76490777e-01 
 6.30957344e+06 -2.24492766e-02  3.76042719e-01 
 6.45654229e+06 -4.23904690e-03  3.75220151e-01 
 6.60693448e+06  1.32674579e-02  3.74056676e-01 
 6.76082975e+06  3.00825056e-02  3.72584862e-01 
 6.91830971e+06  4.62190387e-02  3.70836225e-01 
 7.07945784e+06  6.16906275e-02  3.68841235e-01 
 7.24435960e+06  7.65114248e-02  3.66629312e-01 
 7.41310241e+06  9.06961223e-02  3.64228827e-01 
 7.58577575e+06  1.04259910e-01  3.61667105e-01 
 7.76247117e+06  1.17218435e-01  3.58970429e-01 
 7.94328235e+06  1.29587765e-01  3.56164048e-01 
 8.12830516e+06  1.41384355e-01  3.53272180e-01 
 8.31763771e+06  1.52625006e-01  3.50318021e-01 
 8.51138038e+06  1.63326840e-01  3.47323751e-01 
 8.70963590e+06  1.73507262e-01  3.44310542e-01 
 8.91250938e+06  1.83183933e-01  3.41298564e-01 
 9.12010839e+06  1.92374741e-01  3.38306994e-01 
 9.33254301e+06  2.01097770e-01  3.35354023e-01 
 9.54992586e+06  2.09371273e-01  3.32456863e-01 
 9.77237221e+06  2.17213643e-01  3.29631753e-01 
 1.00000000e+07  2.24643388e-01  3.26893967e-01 
 1.02329299e+07  2.31679098e-01  3.24257819e-01 
 1.04712855e+07  2.38339423e-01  3.21736673e-01 
 1.07151931e+07  2.44643042e-01  3.19342947e-01 
 1.09647820e+07  2.50608634e-01  3.17088118e-01 
 1.12201845e+07  2.56254850e-01  3.14982737e-01 
 1.14815362e+07  2.61600280e-01  3.13036429e-01 
 1.17489755e+07  2.66663429e-01  3.11257907e-01 
 1.20226443e+07  2.71462680e-01  3.09654978e-01 
 1.23026877e+07  2.76016265e-01  3.08234559e-01 
 1.25892541e+07  2.80342233e-01  3.07002683e-01 
 1.28824955e+07  2.84458417e-01  3.05964518e-01 
 1.31825674e+07  2.88382402e-01  3.05124379e-01 
 1.34896288e+07  2.92131490e-01  3.04485747e-01 
 1.38038426e+07  2.95722671e-01  3.04051287e-01 
 1.41253754e+07  2.99172584e-01  3.03822871e-01 
 1.44543977e+07  3.02497491e-01  3.03801598e-01 
 1.47910839e+07  3.05713244e-01  3.03987823e-01 
 1.51356125e+07  3.08835249e-01  3.04381182e-01 
 1.54881662e+07  3.11878442e-01  3.04980623e-01 
 1.58489319e+07  3.14857259e-01  3.05784440e-01 
 1.62181010e+07  3.17785609e-01  3.06790303e-01 
 1.65958691e+07  3.20676848e-01  3.07995297e-01 
 1.69824365e+07  3.23543757e-01  3.09395961e-01 
 1.73780083e+07  3.26398522e-01  3.10988326e-01 
 1.77827941e+07  3.29252716e-01  3.12767955e-01 
 1.81970086e+07  3.32117280e-01  3.14729991e-01 
 1.86208714e+07  3.35002518e-01  3.16869197e-01 
 1.90546072e+07  3.37918079e-01  3.19180002e-01 
 1.94984460e+07  3.40872955e-01  3.21656547e-01 
 1.99526231e+07  3.43875478e-01  3.24292730e-01 
 2.04173794e+07  3.46933319e-01  3.27082254e-01 
 2.08929613e+07  3.50053490e-01  3.30018671e-01 
 2.13796209e+07  3.53242354e-01  3.33095430e-01 
 2.18776162e+07  3.56505631e-01  3.36305920e-01 
 2.23872114e+07  3.59848415e-01  3.39643514e-01 
 2.29086765e+07  3.63275186e-01  3.43101611e-01 
 2.34422882e+07  3.66789833e-01  3.46673679e-01 
 2.39883292e+07  3.70395677e-01  3.50353293e-01 
 2.45470892e+07  3.74095490e-01  3.54134168e-01 
 2.51188643e+07  3.77891530e-01  3.58010200e-01 
 2.57039578e+07  3.81785566e-01  3.61975493e-01 
 2.63026799e+07  3.85778913e-01  3.66024388e-01 
 2.69153480e+07  3.89872462e-01  3.70151493e-01 
 2.75422870e+07  3.94066720e-01  3.74351699e-01 
 2.81838293e+07  3.98361843e-01  3.78620206e-01 
 2.88403150e+07  4.02757676e-01  3.82952536e-01 
 2.95120923e+07  4.07253788e-01  3.87344543e-01 
 3.01995172e+07  4.11849514e-01  3.91792428e-01 
 3.09029543e+07  4.16543990e-01  3.96292740e-01 
 3.16227766e+07  4.21336193e-01  4.00842379e-01 
 3.23593657e+07  4.26224978e-01  4.05438597e-01 
 3.31131121e+07  4.31209113e-01  4.10078991e-01 
 3.38844156e+07  4.36287315e-01  4.14761496e-01 
 3.46736850e+07  4.41458281e-01  4.19484378e-01 
 3.54813389e+07  4.46720722e-01  4.24246216e-01 
 3.63078055e+07  4.52073393e-01  4.29045890e-01 
 3.71535229e+07  4.57515113e-01  4.33882561e-01 
 3.80189396e+07  4.63044800e-01  4.38755654e-01 
 3.89045145e+07  4.68661482e-01  4.43664835e-01 
 3.98107171e+07  4.74364324e-01  4.48609990e-01 
 4.07380278e+07  4.80152642e-01  4.53591200e-01 
 4.16869383e+07  4.86025914e-01  4.58608718e-01 
 4.26579519e+07  4.91983794e-01  4.63662944e-01 
 4.36515832e+07  4.98026118e-01  4.68754402e-01 
 4.46683592e+07  5.04152911e-01  4.73883714e-01 
 4.57088190e+07  5.10364388e-01  4.79051576e-01 
 4.67735141e+07  5.16660956e-01  4.84258737e-01 
 4.78630092e+07  5.23043211e-01  4.89505977e-01 
 4.89778819e+07  5.29511934e-01  4.94794082e-01 
 5.01187234e+07  5.36068087e-01  5.00123833e-01 
 5.12861384e+07  5.42712804e-01  5.05495979e-01 
 5.24807460e+07  5.49447383e-01  5.10911228e-01 
 5.37031796e+07  5.56273279e-01  5.16370228e-01 
 5.49540874e+07  5.63192087e-01  5.21873557e-01 
 5.62341325e+07  5.70205539e-01  5.27421712e-01 
 5.75439937e+07  5.77315487e-01  5.33015098e-01 
 5.88843655e+07  5.84523892e-01  5.38654022e-01 
 6.02559586e+07  5.91832815e-01  5.44338690e-01 
 6.16595002e+07  5.99244406e-01  5.50069196e-01 
 6.30957344e+07  6.06760891e-01  5.55845527e-01 
 6.45654229e+07  6.14384562e-01  5.61667557e-01 
 6.60693448e+07  6.22117771e-01  5.67535048e-01 
 6.76082975e+07  6.29962920e-01  5.73447649e-01 
 6.91830971e+07  6.37922454e-01  5.79404904e-01 
 7.07945784e+07  6.45998852e-01  5.85406243e-01 
 7.24435960e+07  6.54194629e-01  5.91450996e-01 
 7.41310241e+07  6.62512326e-01  5.97538387e-01 
 7.58577575e+07  6.70954507e-01  6.03667543e-01 
 7.76247117e+07  6.79523764e-01  6.09837493e-01 
 7.94328235e+07  6.88222708e-01  6.16047171e-01 
 8.12830516e+07  6.97053974e-01  6.22295419e-01 
 8.31763771e+07  7.06020221e-01  6.28580987e-01 
 8.51138038e+07  7.15124134e-01  6.34902536e-01 
 8.70963590e+07  7.24368427e-01  6.41258634e-01 
 8.91250938e+07  7.33755842e-01  6.47647761e-01 
 9.12010839e+07  7.43289158e-01  6.54068300e-01 
 9.33254301e+07  7.52971191e-01  6.60518540e-01 
 9.54992586e+07  7.62804796e-01  6.66996669e-01 
 9.77237221e+07  7.72792874e-01  6.73500769e-01 
 1.00000000e+08  7.82938375e-01  6.80028812e-01 
 1.02329299e+08  7.93244295e-01  6.86578652e-01 
 1.04712855e+08  8.03713685e-01  6.93148017e-01 
 1.07151931e+08  8.14349652e-01  6.99734501e-01 
 1.09647820e+08  8.25155354e-01  7.06335553e-01 
 1.12201845e+08  8.36134007e-01  7.12948470e-01 
 1.14815362e+08  8.47288882e-01  7.19570379e-01 
 1.17489755e+08  8.58623303e-01  7.26198235e-01 
 1.20226443e+08  8.70140642e-01  7.32828800e-01 
 1.23026877e+08  8.81844322e-01  7.39458635e-01 
 1.25892541e+08  8.93737803e-01  7.46084087e-01 
 1.28824955e+08  9.05824585e-01  7.52701272e-01 
 1.31825674e+08  9.18108192e-01  7.59306067e-01 
 1.34896288e+08  9.30592172e-01  7.65894091e-01 
 1.38038426e+08  9.43280077e-01  7.72460696e-01 
 1.41253754e+08  9.56175463e-01  7.79000949e-01 
 1.44543977e+08  9.69281867e-01  7.85509621e-01 
 1.47910839e+08  9.82602799e-01  7.91981176e-01 
 1.51356125e+08  9.96141724e-01  7.98409752e-01 
 1.54881662e+08  1.00990205e+00  8.04789156e-01 
 1.58489319e+08  1.02388709e+00  8.11112847e-01 
 1.62181010e+08  1.03810007e+00  8.17373925e-01 
 1.65958691e+08  1.05254410e+00  8.23565126e-01 
 1.69824365e+08  1.06722213e+00  8.29678805e-01 
 1.73780083e+08  1.08213694e+00  8.35706934e-01 
 1.77827941e+08  1.09729112e+00  8.41641091e-01 
 1.81970086e+08  1.11268705e+00  8.47472457e-01 
 1.86208714e+08  1.12832682e+00  8.53191807e-01 
 1.90546072e+08  1.14421226e+00  8.58789515e-01 
 1.94984460e+08  1.16034488e+00  8.64255548e-01 
 1.99526231e+08  1.17672584e+00  8.69579466e-01 
 2.04173794e+08  1.19335590e+00  8.74750433e-01 
 2.08929613e+08  1.21023541e+00  8.79757216e-01 
 2.13796209e+08  1.22736425e+00  8.84588199e-01 
 2.18776162e+08  1.24474179e+00  8.89231393e-01 
 2.23872114e+08  1.26236689e+00  8.93674452e-01 
 2.29086765e+08  1.28023780e+00  8.97904691e-01 
 2.34422882e+08  1.29835218e+00  9.01909110e-01 
 2.39883292e+08  1.31670699e+00  9.05674420e-01 
 2.45470892e+08  1.33529852e+00  9.09187072e-01 
 2.51188643e+08  1.35412233e+00  9.12433291e-01 
 2.57039578e+08  1.37317316e+00  9.15399118e-01 
 2.63026799e+08  1.39244498e+00  9.18070449e-01 
 2.69153480e+08  1.41193089e+00  9.20433084e-01 
 2.75422870e+08  1.43162312e+00  9.22472781e-01 
 2.81838293e+08  1.45151297e+00  9.24175306e-01 
 2.88403150e+08  1.47159084e+00  9.25526501e-01 
 2.95120923e+08  1.49184613e+00  9.26512340e-01 
 3.01995172e+08  1.51226730e+00  9.27119006e-01 
 3.09029543e+08  1.53284182e+00  9.27332952e-01 
 3.16227766e+08  1.55355614e+00  9.27140988e-01 
 3.23593657e+08  1.57439575e+00  9.26530347e-01 
 3.31131121e+08  1.59534512e+00  9.25488773e-01 
 3.38844156e+08  1.61638776e+00  9.24004597e-01 
 3.46736850e+08  1.63750622e+00  9.22066822e-01 
 3.54813389e+08  1.65868212e+00  9.19665209e-01 
 3.63078055e+08  1.67989617e+00  9.16790351e-01 
 3.71535229e+08  1.70112826e+00  9.13433765e-01 
 3.80189396e+08  1.72235743e+00  9.09587964e-01 
 3.89045145e+08  1.74356201e+00  9.05246539e-01 
 3.98107171e+08  1.76471962e+00  9.00404229e-01 
 4.07380278e+08  1.78580730e+00  8.95056994e-01 
 4.16869383e+08  1.80680156e+00  8.89202075e-01 
 4.26579519e+08  1.82767844e+00  8.82838059e-01 
 4.36515832e+08  1.84841367e+00  8.75964923e-01 
 4.46683592e+08  1.86898272e+00  8.68584083e-01 
 4.57088190e+08  1.88936092e+00  8.60698428e-01 
 4.67735141e+08  1.90952356e+00  8.52312349e-01 
 4.78630092e+08  1.92944604e+00  8.43431756e-01 
 4.89778819e+08  1.94910392e+00  8.34064083e-01 
 5.01187234e+08  1.96847310e+00  8.24218294e-01 
 5.12861384e+08  1.98752990e+00  8.13904861e-01 
 5.24807460e+08  2.00625121e+00  8.03135750e-01 
 5.37031796e+08  2.02461455e+00  7.91924381e-01 
 5.49540874e+08  2.04259827e+00  7.80285588e-01 
 5.62341325e+08  2.06018157e+00  7.68235565e-01 
 5.75439937e+08  2.07734466e+00  7.55791798e-01 
 5.88843655e+08  2.09406887e+00  7.42972998e-01 
 6.02559586e+08  2.11033669e+00  7.29799014e-01 
 6.16595002e+08  2.12613192e+00  7.16290743e-01 
 6.30957344e+08  2.14143969e+00  7.02470033e-01 
 6.45654229e+08  2.15624658e+00  6.88359578e-01 
 6.60693448e+08  2.17054066e+00  6.73982808e-01 
 6.76082975e+08  2.18431152e+00  6.59363769e-01 
 6.91830971e+08  2.19755034e+00  6.44527012e-01 
 7.07945784e+08  2.21024993e+00  6.29497462e-01 
 7.24435960e+08  2.22240469e+00  6.14300302e-01 
 7.41310241e+08  2.23401068e+00  5.98960842e-01 
 7.58577575e+08  2.24506560e+00  5.83504401e-01 
 7.76247117e+08  2.25556873e+00  5.67956181e-01 
 7.94328235e+08  2.26552098e+00  5.52341148e-01 
 8.12830516e+08  2.27492481e+00  5.36683918e-01 
 8.31763771e+08  2.28378419e+00  5.21008643e-01 
 8.51138038e+08  2.29210455e+00  5.05338905e-01 
 8.70963590e+08  2.29989271e+00  4.89697616e-01 
 8.91250938e+08  2.30715686e+00  4.74106928e-01 
 9.12010839e+08  2.31390639e+00  4.58588141e-01 
 9.33254301e+08  2.32015191e+00  4.43161630e-01 
 9.54992586e+08  2.32590508e+00  4.27846773e-01 
 9.77237221e+08  2.33117860e+00  4.12661893e-01 
 1.00000000e+09  2.33598603e+00  3.97624201e-01 
